epoch accuracy loss val_accuracy val_loss
0 0.3113166093826294 29.185440063476562 0.45528456568717957 2.499326705932617
1 0.3762659728527069 11.76669692993164 0.38482385873794556 2.2599339485168457
2 0.4009247124195099 5.012068748474121 0.42818427085876465 1.9303414821624756
3 0.38154998421669006 7.154491901397705 0.3739837408065796 1.9386131763458252
4 0.4079700708389282 3.4716036319732666 0.39295393228530884 2.0897085666656494
5 0.40422722697257996 6.196522235870361 0.4119241237640381 1.9329414367675781
6 0.4000440239906311 2.8889801502227783 0.35772356390953064 2.0196421146392822
7 0.40554821491241455 2.238551378250122 0.3739837408065796 2.0674571990966797
8 0.42888596653938293 2.007951021194458 0.41734418272972107 2.123940944671631
9 0.43879348039627075 2.0348012447357178 0.38482385873794556 1.9991203546524048
10 0.4361514747142792 2.054068088531494 0.4037940502166748 2.0519320964813232
11 0.43901365995407104 2.065624237060547 0.4037940502166748 1.9838471412658691
12 0.44760018587112427 2.0931074619293213 0.39024388790130615 1.9670201539993286
13 0.45112285017967224 2.034177303314209 0.39024388790130615 1.9328731298446655
14 0.4566270411014557 1.905673623085022 0.35772356390953064 1.9252903461456299
15 0.45266401767730713 1.7275341749191284 0.4037940502166748 2.108107566833496
16 0.4577278792858124 1.4028633832931519 0.4146341383457184 1.9605213403701782
17 0.45970937609672546 1.3615422248840332 0.46883469820022583 2.048820734024048
18 0.4682959020137787 1.3183797597885132 0.3983739912509918 2.0379576683044434
19 0.48348745703697205 1.3266760110855103 0.4823848307132721 2.049842119216919
20 0.4744606018066406 1.3104246854782104 0.4444444477558136 1.8959341049194336
21 0.4775429368019104 1.330403208732605 0.4796747863292694 1.9086157083511353
22 0.49559664726257324 1.5537549257278442 0.49864497780799866 1.896892786026001
23 0.4872303009033203 1.2740871906280518 0.42276424169540405 2.1654212474823
24 0.4881109595298767 1.6286630630493164 0.46341463923454285 2.098784923553467
25 0.48304712772369385 1.3373892307281494 0.5149051547050476 1.8731616735458374
26 0.4872303009033203 1.5349128246307373 0.4796747863292694 1.9953391551971436
27 0.4806252717971802 1.630637526512146 0.501354992389679 2.1248514652252197
28 0.4894319772720337 1.2889480590820312 0.5311653017997742 1.8774827718734741
29 0.49471598863601685 1.5859973430633545 0.47154471278190613 1.9949204921722412
30 0.5081461668014526 1.3928205966949463 0.5257452726364136 1.9034900665283203
31 0.5182738900184631 1.2198132276535034 0.5176151990890503 1.9271968603134155
32 0.5136503577232361 1.2699460983276367 0.47154471278190613 1.7819212675094604
33 0.523337721824646 1.2431210279464722 0.5094850659370422 2.001396894454956
34 0.5457947850227356 1.1207027435302734 0.5311653017997742 1.845236897468567
35 0.5528401732444763 1.0898362398147583 0.5257452726364136 1.9339570999145508
36 0.5484368205070496 1.1025364398956299 0.5528455376625061 1.9303499460220337
37 0.5748568773269653 1.1021758317947388 0.5420054197311401 1.8741772174835205
38 0.5788199305534363 1.019343614578247 0.5691056847572327 1.7776674032211304
39 0.5869660973548889 0.9935176372528076 0.5691056847572327 1.7762712240219116
