epoch accuracy loss val_accuracy val_loss
0 0.19462791085243225 813.6857299804688 0.24390244483947754 14.647140502929688
1 0.31704095005989075 6.928547382354736 0.3712737262248993 3.5228209495544434
2 0.38463231921195984 3.6259684562683105 0.42005419731140137 3.2010488510131836
3 0.4095112383365631 2.490415573120117 0.4417344033718109 2.132089376449585
4 0.43901365995407104 2.2851181030273438 0.4471544623374939 1.9922126531600952
5 0.43769264221191406 2.125863552093506 0.46070459485054016 1.8830288648605347
6 0.4539850354194641 2.053145408630371 0.49593496322631836 1.8438448905944824
7 0.45222368836402893 1.8233516216278076 0.46883469820022583 1.7781145572662354
8 0.4652135670185089 1.81128990650177 0.46612465381622314 1.786656379699707
9 0.47313958406448364 1.7515637874603271 0.501354992389679 1.7721186876296997
10 0.478863924741745 1.8298192024230957 0.5338753461837769 1.705039381980896
11 0.4799647629261017 1.6723320484161377 0.49593496322631836 1.9316085577011108
12 0.4797446131706238 1.6778849363327026 0.5040650367736816 2.0126614570617676
13 0.4815059304237366 1.5932939052581787 0.5257452726364136 1.6357200145721436
14 0.4991193413734436 1.504673719406128 0.5474254488945007 1.719950556755066
15 0.491853803396225 1.5400675535202026 0.5420054197311401 1.7310130596160889
16 0.5017613172531128 1.4562660455703735 0.5094850659370422 1.703611135482788
17 0.49713781476020813 1.4413480758666992 0.5311653017997742 1.6393965482711792
18 0.5090268850326538 1.3779146671295166 0.5284552574157715 1.6958563327789307
19 0.5055041909217834 1.4487488269805908 0.5203251838684082 1.5115598440170288
20 0.5079260468482971 1.3506579399108887 0.5284552574157715 1.5612918138504028
21 0.5158520340919495 1.3603473901748657 0.5094850659370422 1.671992301940918
22 0.5055041909217834 1.397019863128662 0.5257452726364136 1.6024574041366577
23 0.5239982604980469 1.3209576606750488 0.5257452726364136 1.617143988609314
24 0.5125495195388794 1.3145697116851807 0.5582655668258667 1.5749369859695435
25 0.5206957459449768 1.2814106941223145 0.5420054197311401 1.5542124509811401
26 0.5211360454559326 1.292708396911621 0.5338753461837769 1.6405144929885864
27 0.5284016132354736 1.2474535703659058 0.5230352282524109 1.6317152976989746
28 0.5275208950042725 1.2416154146194458 0.5365853905677795 1.6690585613250732
29 0.5286217331886292 1.243695855140686 0.5094850659370422 1.6163017749786377
30 0.5250990986824036 1.2506526708602905 0.5365853905677795 1.593964695930481
31 0.5264200568199158 1.2322473526000977 0.5392953753471375 1.5722044706344604
32 0.5330250859260559 1.2094221115112305 0.574525773525238 1.5644572973251343
33 0.5343461036682129 1.1946145296096802 0.5121951103210449 1.6003913879394531
34 0.5365477800369263 1.1742603778839111 0.5582655668258667 1.5691362619400024
35 0.5356671214103699 1.2022509574890137 0.5501354932785034 1.5525329113006592
36 0.5383090972900391 1.1866440773010254 0.5555555820465088 1.6079610586166382
37 0.5402905941009521 1.157322883605957 0.574525773525238 1.5558693408966064
38 0.5438132882118225 1.1799744367599487 0.5528455376625061 1.630250334739685
39 0.5424922704696655 1.1308903694152832 0.5284552574157715 1.6462277173995972
40 0.5495376586914062 1.1310112476348877 0.5718157291412354 1.614051103591919
