epoch accuracy loss val_accuracy val_loss
0 0.29150155186653137 39.54481506347656 0.3008130192756653 2.6845736503601074
1 0.3441215455532074 15.086329460144043 0.41734418272972107 2.353731870651245
2 0.3577719032764435 9.430216789245605 0.3658536672592163 2.211704730987549
3 0.3568912446498871 6.7617573738098145 0.34688347578048706 2.079026937484741
4 0.3637164235115051 4.656317710876465 0.3387534022331238 2.076608896255493
5 0.411052405834198 3.520494222640991 0.3658536672592163 1.8962584733963013
6 0.3996036946773529 3.8236594200134277 0.35230353474617004 1.9499174356460571
7 0.40554821491241455 2.4790117740631104 0.3306232988834381 2.0135724544525146
8 0.4211800992488861 3.165632963180542 0.3685636818408966 2.0676655769348145
9 0.4209599196910858 2.405169725418091 0.3441734313964844 2.203328847885132
10 0.4244826138019562 2.1451847553253174 0.3441734313964844 2.0714290142059326
11 0.4313077926635742 1.8725863695144653 0.38753387331962585 2.1760823726654053
12 0.4315279722213745 2.07279109954834 0.38211381435394287 2.162041425704956
13 0.42976662516593933 2.1288607120513916 0.3604336082935333 2.3181674480438232
14 0.42976662516593933 2.7722606658935547 0.3631436228752136 2.255995750427246
15 0.435711145401001 1.7170276641845703 0.35772356390953064 2.446791648864746
16 0.42932629585266113 1.6980338096618652 0.35230353474617004 2.259227991104126
17 0.4332892894744873 2.2315609455108643 0.39024388790130615 2.212690830230713
18 0.4412153363227844 1.8881169557571411 0.3631436228752136 2.532599687576294
19 0.4354909658432007 1.5372085571289062 0.34688347578048706 2.3746039867401123
20 0.4456186592578888 2.074887990951538 0.4065040647983551 2.2272870540618896
21 0.42756494879722595 2.4382669925689697 0.4363143742084503 2.600735902786255
22 0.44011449813842773 1.6105462312698364 0.42276424169540405 2.5368714332580566
23 0.44099515676498413 1.748711109161377 0.38211381435394287 2.6562893390655518
24 0.4429766535758972 1.4868345260620117 0.3983739912509918 2.4313786029815674
25 0.44848084449768066 2.345552444458008 0.43089431524276733 2.4685287475585938
26 0.4453985095024109 1.4681787490844727 0.4092140793800354 2.541461229324341
27 0.45266401767730713 1.3873192071914673 0.38753387331962585 2.696225881576538
28 0.45068252086639404 1.4300307035446167 0.3739837408065796 2.696478843688965
29 0.45178335905075073 1.4170756340026855 0.39566394686698914 2.4359798431396484
30 0.44980186223983765 1.3943451642990112 0.39566394686698914 2.9494566917419434
31 0.4561867117881775 1.4669123888015747 0.35501354932785034 2.592470169067383
32 0.4548656940460205 1.3915741443634033 0.4037940502166748 2.6795735359191895
33 0.4436371624469757 1.3766155242919922 0.41734418272972107 2.513855218887329
34 0.45156317949295044 1.3759912252426147 0.4092140793800354 2.6290063858032227
35 0.4524438679218292 1.3618899583816528 0.4146341383457184 2.681760787963867
36 0.4570673704147339 1.3699232339859009 0.42547425627708435 2.5623819828033447
